frame, success, confidence, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
1, 1, 0.988162, 0, 0, 0.808835, 0, 0.519649, 0, 0.724143, 0, 0, 0, 0, 0.566609, 2.86253, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.987716, 0, 0.562152, 0.627377, 0, 0, 0.711577, 0.811937, 0, 0.571036, 0, 0, 0, 2.57095, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.989089, 0, 0.704456, 0.585762, 0, 0, 0.688591, 0.797445, 0.578838, 0, 0, 0, 0, 2.55751, 0, 0, 1, 0, 1, 1, 0
1, 1, 0.989273, 0, 0.665153, 0.590852, 0, 0.515593, 0.680101, 0.844911, 0, 0, 0.685552, 0, 0, 2.85297, 0, 0, 1, 0, 1, 1, 0
1, 1, 0.989238, 0, 0.964591, 0.683562, 0.553977, 0.589198, 0, 0.87855, 0, 0, 0, 0, 0, 2.49233, 0, 1, 0, 0, 0, 1, 0
1, 1, 0.987169, 0, 1.09572, 0.675734, 0, 0.883047, 0.641698, 1.08352, 0.524317, 0.688424, 0.538904, 0, 0, 3.35863, 0, 1, 1, 0, 1, 1, 1
1, 1, 0.98683, 0, 1.39785, 0.885595, 0, 0.880293, 0, 1.06563, 0.862803, 0.548693, 0, 0, 0.520746, 3.00991, 0, 1, 1, 0, 1, 1, 1
1, 1, 0.990006, 0, 1.04559, 0.556144, 0, 0.660902, 0, 1.05611, 0.588034, 0.553748, 0.581993, 0, 0, 2.77955, 0, 1, 1, 0, 1, 1, 1
1, 1, 0.990501, 0, 0.876987, 0.571008, 0, 0.573298, 0.555025, 0.941264, 0.560252, 0.60833, 0, 0, 0, 2.943, 0, 1, 1, 0, 1, 1, 0
1, 1, 0.988552, 0, 0.783607, 0.505239, 0, 0, 0, 0.761993, 0, 0.818859, 0, 0, 0, 2.72534, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.986101, 0, 0, 0, 0, 0, 0, 0.54999, 0, 0, 0, 0, 0.576368, 1.89289, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.984686, 0, 0, 0, 0, 0, 0, 0, 0, 0.735572, 0, 0, 0.945177, 0.90883, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.984052, 0.53896, 0, 0.509317, 0, 0, 0, 0, 0, 0, 0, 0, 0.895746, 1.491, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.984883, 0, 0, 0, 0, 0, 0, 0, 0, 0.530842, 0, 0, 1.15795, 0, 0, 0, 0, 1, 1, 1, 0
1, 1, 0.981296, 0.711089, 0, 0, 0, 0, 0.639156, 0, 0, 0.601595, 0, 0, 1.56217, 0.969828, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.977276, 1.19949, 0, 0, 0, 0, 0.512473, 0, 0.62013, 0, 0, 0, 1.04679, 1.19421, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.972824, 1.336, 0, 0, 0, 0, 1.01149, 0, 0.749428, 0, 0, 0, 0.850305, 0, 0, 0, 0, 0, 1, 1, 1
1, 1, 0.970785, 1.67407, 0, 0, 0, 0, 0.539338, 0, 0.90624, 0.50095, 0, 0.555721, 0.841776, 0, 0, 0, 0, 0, 1, 1, 1
1, 1, 0.966231, 1.85335, 0, 0, 0, 0, 0.77914, 0, 0.990769, 0, 0, 0.608583, 0.586383, 0, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.963674, 1.89555, 0, 0, 0, 0, 0.812556, 0, 0.995283, 0, 0, 0.60482, 1.10565, 0, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.961508, 2.11933, 0, 0, 0, 0, 1.32856, 0, 1.04657, 0.789846, 0, 0.709788, 0.894388, 0, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.964661, 2.02847, 0, 0, 0.516594, 0, 0.710649, 0, 0.827123, 0.676803, 0, 0.565424, 1.78451, 0, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.962978, 1.87516, 0, 0, 0, 0, 0.999305, 0, 0.932882, 0, 0, 0.771365, 1.53619, 0, 0, 0, 0, 0, 0, 0, 1
1, 1, 0.963002, 2.19208, 0, 0, 0, 0, 0.71232, 0, 0.911355, 0.641253, 0, 0.848646, 1.35393, 0, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.960338, 2.13786, 0.764423, 0, 0, 0, 1.04361, 0, 1.12666, 0, 0, 0.715579, 1.63596, 0, 0, 0, 0, 0, 0, 0, 1
1, 1, 0.959955, 2.21914, 0, 0, 0, 0, 1.25623, 0, 0.910071, 0.546579, 0, 0.736694, 2.0932, 0, 0, 0, 0, 0, 0, 0, 1
1, 1, 0.962871, 2.34846, 0.711778, 0, 0, 0, 1.29874, 0, 1.13145, 0, 0, 0.758759, 0.915185, 0, 0, 0, 0, 0, 0, 0, 1
1, 1, 0.962431, 2.22019, 0.958638, 0, 0, 0, 0.771891, 0, 1.01419, 0, 0, 0.684334, 1.49655, 0, 0, 0, 0, 0, 0, 0, 1
1, 1, 0.967438, 1.99579, 0.769205, 0.554531, 0, 0, 1.39194, 0, 0.929514, 0.806578, 0, 0.794145, 1.39173, 0, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.971951, 1.88596, 0.833874, 0, 0, 0, 1.05611, 0, 0.772635, 0.623833, 0, 0.810811, 1.74452, 0, 0, 0, 0, 1, 1, 0, 1
1, 1, 0.97358, 1.63747, 0, 0, 0, 0, 1.04407, 0, 0.761413, 0.610112, 0, 0.525553, 1.27939, 0, 0, 0, 0, 1, 0, 0, 1
1, 1, 0.975682, 1.49993, 0.577589, 0, 0, 0, 0.939056, 0, 0.609983, 0.706149, 0, 0.574968, 1.61197, 0, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.976069, 1.23825, 0, 0, 0, 0, 1.04927, 0, 0, 0.613446, 0, 0.518193, 1.51455, 0, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.978876, 1.07265, 0, 0.52916, 0, 0, 0.689989, 0, 0, 0.762274, 0, 0.586614, 1.35881, 0, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.979967, 0.706929, 0, 0.524722, 0, 0, 1.14467, 0, 0, 0.617346, 0, 0, 0.863246, 0.708871, 0, 0, 0, 1, 1, 1, 0
1, 1, 0.982891, 0.507165, 0, 0, 0, 0, 0.739269, 0, 0, 0, 0, 0, 1.21966, 0.607811, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.983259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.536854, 0, 1.40479, 0.921819, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.985275, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.646128, 0, 0.659559, 1.37224, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.986164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.82072, 0.846263, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.985748, 0, 0, 0.646374, 0, 0, 0, 0, 0, 0, 0, 0, 0.925885, 0.82946, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.987731, 0, 0, 0.503721, 0, 0, 0.88342, 0, 0, 0, 0, 0.585064, 0.905148, 1.11876, 0, 1, 0, 0, 1, 1, 0
1, 1, 0.987109, 0, 0.537712, 0, 0, 0, 0, 0.50488, 0, 0, 0.608799, 0.606781, 0.772485, 0.942629, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.988067, 0, 0.667502, 0, 0, 0, 0, 0.561237, 0, 0, 0, 0.51754, 0.881455, 0.936438, 0, 1, 0, 0, 1, 1, 0
1, 1, 0.988286, 0, 0.831953, 0.749459, 0, 0, 0, 0.659223, 0, 0.533851, 0.697909, 0.535644, 0.597294, 1.70355, 0, 1, 0, 0, 0, 1, 0
1, 1, 0.987037, 0, 0.836889, 0.544031, 0, 0, 0, 0.746265, 0, 0.751392, 0, 0, 0.650069, 1.57175, 0, 1, 0, 0, 1, 1, 0
1, 1, 0.988243, 0, 0.71226, 0.714599, 0, 0, 0, 0.614188, 0.573638, 0.762382, 0, 0, 0.715196, 1.28162, 0, 1, 1, 0, 1, 1, 0
1, 1, 0.98922, 0, 0.721073, 0.896791, 0, 0, 0, 0.68354, 0.608231, 0.963749, 0.614878, 0.589016, 0, 1.55843, 0, 1, 1, 0, 1, 1, 0
1, 1, 0.988277, 0, 1.1241, 0.964961, 0, 0.525426, 0, 0.823021, 0.501979, 1.05289, 0, 0.855373, 0.509862, 1.37702, 0, 1, 0, 0, 1, 1, 1
1, 1, 0.987742, 0, 1.15808, 1.2337, 0, 0.748546, 0.578331, 0.838381, 0, 0.896766, 0.622187, 0.906178, 0, 1.71347, 0, 1, 0, 0, 1, 0, 1
1, 1, 0.988989, 0, 0.999633, 0.83528, 0, 0.635719, 0.590069, 0.836796, 0.501519, 0.987772, 0.573503, 0.851963, 0, 1.62524, 0, 1, 0, 0, 1, 1, 1
1, 1, 0.990172, 0, 1.00722, 0.817994, 0, 0, 0.598028, 0.731499, 0, 0.930579, 0, 0.782015, 0.608324, 1.32495, 0, 1, 0, 0, 1, 1, 0
1, 1, 0.989272, 0, 1.10478, 0.653177, 0, 0, 0.560939, 0.627067, 0, 0.94651, 0, 0.585576, 0.624343, 1.80165, 0, 1, 0, 0, 1, 1, 0
1, 1, 0.989337, 0, 0.913238, 0.757285, 0, 0, 0.641263, 0.668622, 0, 0.857928, 0.558033, 0.662109, 0, 1.30962, 0, 1, 1, 0, 1, 1, 0
1, 1, 0.98899, 0, 0.937321, 0.584338, 0, 0, 0.51452, 0.653862, 0, 0.809267, 0.597722, 0, 0.554384, 1.32966, 0, 1, 0, 0, 1, 1, 0
1, 1, 0.989901, 0, 1.01863, 0, 0, 0, 0, 0, 0, 0.639538, 0.670064, 0.527937, 0, 1.24839, 0, 1, 0, 0, 1, 1, 0
1, 1, 0.988362, 0, 0.60473, 0, 0, 0, 0.512423, 0, 0, 0.592561, 0, 0, 0, 0.83074, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.98768, 0, 0.674199, 0, 0, 0, 0, 0.504185, 0, 0.575433, 0, 0.515104, 0.509717, 0.64923, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.987931, 0, 0.510759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.682763, 0.810219, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.987191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.52592, 0, 0.600993, 0, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.988284, 0, 0.508004, 0, 0, 0, 0, 0, 0, 0, 0, 0.575782, 0.742591, 0.751166, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.988086, 0, 0, 0.544463, 0, 0, 0, 0, 0, 0, 0.521577, 0.570749, 0.827057, 0, 0, 1, 0, 0, 1, 1, 1
1, 1, 0.979397, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.859757, 0.714984, 0.627004, 1.27298, 0, 1, 0, 0, 1, 1, 1
1, 1, 0.977231, 0.667086, 0.517934, 0, 0, 0, 0, 0, 0, 0, 0.570871, 0.600472, 0.815877, 1.28354, 0, 0, 0, 0, 1, 1, 1
1, 1, 0.977948, 0.842116, 0, 0.627806, 0, 0, 0, 0, 0, 0, 0, 0.55723, 1.0043, 1.17859, 0, 0, 0, 0, 1, 1, 1
1, 1, 0.978547, 0.884074, 0, 0, 0, 0, 1.10815, 0, 0, 0, 0, 0.501661, 1.22752, 0, 0, 0, 0, 0, 1, 1, 1
1, 1, 0.979321, 0.911101, 0, 0, 0, 0, 0.596413, 0, 0.508947, 0, 0, 0.545522, 1.12743, 0, 0, 0, 0, 0, 1, 1, 1
1, 1, 0.979229, 0, 0, 0, 0, 0, 0.543213, 0, 0, 0, 0, 0.527356, 0.972507, 0, 0, 0, 0, 1, 1, 1, 1
1, 1, 0.982608, 0.523507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.700009, 0.759545, 1.03795, 0, 0, 0, 0, 1, 1, 1
1, 1, 0.978822, 0, 0, 0, 0.550096, 0, 0, 0, 0, 0, 0.53526, 0.728406, 1.04992, 0, 0, 0, 0, 0, 1, 1, 1
1, 1, 0.978029, 0, 0, 0.684398, 0, 0, 0.557029, 0, 0, 0, 0.648284, 0.77656, 0.877163, 0.739535, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.976779, 0, 0, 0.564742, 0, 0, 0.716296, 0, 0, 0, 0, 0.591398, 0.967082, 0.844046, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.980714, 0, 0, 0, 0, 0, 0.609774, 0, 0, 0, 0, 0.598434, 0.923896, 1.11079, 0, 0, 0, 0, 1, 1, 1
1, 1, 0.981207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.522009, 0, 0.638329, 0.948694, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.980461, 0, 0, 0, 0, 0, 0.666056, 0, 0, 0, 0, 0, 0.69847, 1.50104, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.982306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.897863, 1.86034, 0, 0, 0, 0, 1, 1, 1
1, 1, 0.984122, 0, 0, 0.828359, 0.565073, 0, 0, 0, 0, 0, 0.560438, 0, 0, 1.6833, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.983554, 0, 0, 0.734019, 0.533606, 0, 0, 0, 0, 0, 0, 0.500345, 0.545326, 1.81902, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.984074, 0, 0, 0.677275, 0.526213, 0, 0, 0, 0, 0, 0, 0.517623, 0, 1.3483, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.982796, 0, 0, 0.50442, 0, 0, 0, 0, 0, 0, 0.722656, 0, 0, 1.78092, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.982977, 0, 0, 0, 0.799704, 0, 0, 0, 0, 0, 0, 0, 0.557916, 1.86028, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.982544, 0, 0, 0, 0.577743, 0, 0, 0, 0, 0, 0.504565, 0, 0, 1.62362, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.983072, 0, 0, 0, 0.572913, 0, 0, 0, 0, 0, 0.559066, 0, 0, 1.35396, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.982152, 0, 0, 0.771347, 0.552616, 0, 0.624065, 0, 0, 0, 0.67809, 0, 0, 1.45105, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.982779, 0, 0, 0.525212, 0, 0, 0.514883, 0, 0, 0, 0, 0, 0.732893, 1.61042, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.980867, 0, 0, 0.648264, 0, 0, 0.564614, 0, 0, 0, 0.602031, 0, 0.537602, 1.74547, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.981684, 0, 0, 0.536801, 0, 0, 0, 0, 0, 0, 0, 0, 0.648504, 1.60805, 0, 0, 0, 0, 1, 0, 0
1, 1, 0.979522, 0, 0, 0.61469, 0, 0, 0, 0, 0, 0, 0.646028, 0, 0.854913, 2.06641, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.981616, 0, 0, 0.551869, 0, 0, 0, 0, 0, 0, 0.501814, 0, 0.590877, 2.24114, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.98235, 0, 0, 0.667008, 0, 0, 0, 0, 0, 0, 0.655169, 0.62354, 0.618591, 1.39112, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.984499, 0, 0, 0.579575, 0.573689, 0, 0, 0, 0, 0, 0.736112, 0.555213, 0.57068, 1.7274, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.98481, 0, 0, 0.907512, 0.524467, 0, 0, 0, 0, 0, 0.788973, 0.539837, 0, 1.48702, 0, 0, 0, 0, 1, 0, 0
1, 1, 0.983984, 0, 0, 0.545656, 0, 0, 0, 0, 0, 0, 0.686379, 0, 0.553564, 1.85411, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.982944, 0, 0, 0.781052, 0, 0, 0, 0, 0, 0, 0.593418, 0.515795, 0, 1.72611, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.983749, 0, 0, 0.594561, 0, 0, 0, 0, 0, 0, 0.822245, 0, 0.530637, 1.44318, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.978263, 0, 0, 1.12628, 0, 0, 1.01276, 0, 0, 0, 0.906698, 0.613891, 0, 1.06394, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.979017, 0, 0, 0.811315, 0, 0, 0, 0, 0, 0, 0.619849, 0.659108, 0, 1.46375, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.980964, 0, 0, 1.06604, 0, 0, 0.749979, 0, 0, 0, 0.816323, 0.566792, 0.626176, 1.4588, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.983513, 0, 0, 0.701182, 0.539324, 0, 0, 0, 0, 0, 0.648003, 0.613962, 0.553229, 0.788169, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.984388, 0, 0, 0.813719, 0, 0, 0, 0, 0, 0, 0.806717, 0.616898, 0.967994, 1.38607, 0, 0, 0, 0, 1, 1, 1
1, 1, 0.984101, 0, 0, 0.847638, 0, 0, 0, 0, 0, 0, 0.703908, 0.732342, 0, 0.974051, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.984226, 0, 0, 0.895344, 0, 0, 0, 0, 0, 0, 0.80047, 0.672513, 0.56553, 1.284, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.980544, 0, 0, 0.94017, 0, 0, 0, 0, 0, 0, 0.678576, 0.714678, 0.650414, 1.0029, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.978873, 0, 0, 1.08659, 0, 0, 0, 0, 0, 0, 1.11609, 0.849833, 0.573043, 0.909001, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.983061, 0, 0, 0.868001, 0.600526, 0, 0, 0, 0, 0, 0.94669, 0.771445, 0, 0.967753, 0, 0, 0, 1, 1, 0, 1
1, 1, 0.984302, 0, 0, 0.70546, 0.579053, 0, 0, 0, 0, 0, 0.890091, 0.751037, 0.755707, 0.763351, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.984918, 0, 0, 0.696698, 0.565279, 0, 0.539229, 0, 0, 0, 0.870521, 0.632422, 0, 0.501393, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.984782, 0, 0, 0.643234, 0.5985, 0, 0.515953, 0, 0, 0, 0.805726, 0.681938, 0, 0.704933, 0, 0, 0, 0, 1, 0, 0
1, 1, 0.984878, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.704809, 0.703159, 0, 0.89223, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.984604, 0, 0, 0.563409, 0.849763, 0, 0, 0, 0, 0, 0.692963, 0.708968, 0.690774, 0.50024, 0, 0, 0, 0, 1, 0, 0
1, 1, 0.98431, 0, 0, 0.503486, 0.889581, 0, 0, 0, 0, 0, 0.750533, 0.723047, 0.77285, 0.614428, 0, 0, 0, 0, 1, 0, 0
1, 1, 0.983929, 0, 0, 0, 0.681181, 0, 0, 0, 0, 0, 0.564036, 0.71865, 0.903192, 0, 0, 0, 0, 0, 1, 0, 0
1, 1, 0.984276, 0, 0, 0.575361, 0.714253, 0, 0, 0, 0, 0, 0.539037, 0.820353, 0.821748, 0, 0, 0, 0, 0, 1, 0, 0
1, 1, 0.983708, 0, 0, 0.513897, 0.656988, 0, 0, 0, 0, 0, 0.786772, 0.808729, 0.628068, 0, 0, 0, 0, 0, 1, 0, 0
1, 1, 0.98313, 0, 0, 0.516222, 0.908545, 0, 0, 0, 0, 0, 0.538847, 0.727249, 0.662223, 0.715387, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.984141, 0, 0, 0, 0.816175, 0, 0, 0, 0, 0, 0, 0.699225, 0.709179, 0.6676, 0, 0, 0, 0, 1, 0, 0
1, 1, 0.983208, 0, 0, 0.562413, 0.7577, 0, 0, 0, 0, 0, 0, 0.624011, 0.660317, 0, 0, 0, 0, 0, 1, 0, 0
1, 1, 0.983638, 0, 0, 0, 0.618976, 0, 0, 0, 0, 0, 0.656859, 0.634733, 0.650581, 0.691593, 0, 0, 0, 0, 1, 0, 0
1, 1, 0.984079, 0, 0, 0.568676, 0.564033, 0, 0, 0, 0, 0, 0.615038, 0.636078, 0.592306, 0, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.985726, 0, 0, 0.66199, 0.689559, 0, 0.512466, 0, 0, 0, 0.726621, 0.623563, 0.757422, 0, 0, 0, 0, 0, 1, 0, 0
1, 1, 0.984891, 0, 0, 0, 0.619353, 0, 0, 0, 0, 0, 0.776466, 0.577816, 0.752242, 0.581662, 0, 0, 0, 0, 1, 0, 0
1, 1, 0.985072, 0, 0, 0, 0.571224, 0, 0, 0, 0, 0, 0.631204, 0.551653, 0.603769, 0, 0, 0, 0, 0, 1, 0, 0
1, 1, 0.985576, 0, 0, 0.618357, 0.516487, 0, 0, 0, 0, 0, 0.642933, 0.555463, 0.598212, 0, 0, 0, 0, 0, 1, 0, 0
1, 1, 0.985565, 0, 0, 0.699548, 0.565588, 0, 0, 0, 0, 0, 0.67052, 0.58527, 0.51381, 0, 0, 0, 0, 0, 1, 0, 0
1, 1, 0.985542, 0, 0, 0.624183, 0, 0, 0, 0, 0, 0, 0.506754, 0.639767, 0.743097, 0, 0, 0, 0, 0, 1, 0, 0
1, 1, 0.98542, 0, 0, 0.574531, 0.631897, 0, 0, 0, 0, 0, 0.761744, 0.58697, 0.813017, 0, 0, 0, 0, 0, 1, 0, 0
1, 1, 0.986204, 0, 0, 0, 0.617999, 0, 0, 0, 0, 0, 0.645259, 0.703525, 0.706212, 0, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.984429, 0, 0, 0.866974, 0, 0, 0, 0, 0, 0, 0.600943, 0.79684, 0.730622, 0.975732, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.984266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.573707, 0.770977, 0, 0, 0, 0, 0, 0, 1, 1, 1
1, 1, 0.980622, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.651313, 0.921894, 0, 0, 0, 0, 0, 0, 1, 1, 1
1, 1, 0.973021, 0, 0, 0.563065, 0, 0, 0, 0, 0, 0, 0, 0.931818, 0.78454, 0.675056, 0, 1, 0, 0, 1, 1, 1
1, 1, 0.964003, 0, 0, 0.73524, 0, 0, 0.945018, 0, 0, 0.701603, 0, 0.928299, 0.797272, 0, 0, 1, 0, 0, 1, 0, 1
1, 1, 0.965045, 0, 0, 0.601454, 0, 0, 0.681961, 0, 0, 0, 0, 0.968964, 0.747248, 0, 0, 1, 0, 0, 1, 0, 1
1, 1, 0.960058, 0, 0, 1.02307, 0, 0, 0.861333, 0, 0, 0.543199, 0, 0.887521, 0.708432, 0.80924, 0, 1, 0, 0, 1, 0, 1
1, 1, 0.953394, 0, 0, 0.985127, 0, 0, 0.881286, 0, 0, 0, 0, 0.718968, 0.864696, 1.10784, 0, 1, 0, 0, 1, 0, 1
1, 1, 0.951958, 0, 0, 0.944169, 0, 0, 0, 0, 0, 0.641767, 0, 0.811576, 1.03661, 0.875507, 0, 1, 0, 0, 1, 1, 1
1, 1, 0.95797, 0, 0, 0.912148, 0, 0, 0, 0, 0, 0, 0, 0.64856, 0.755651, 2.11568, 0, 1, 0, 0, 1, 1, 1
1, 1, 0.956221, 0, 0, 0.988703, 0, 0, 0, 0, 0, 0, 0, 0.673566, 0.742674, 1.5182, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.96069, 0, 0, 0.877996, 0, 0, 0, 0, 0, 0, 0.597366, 0.80812, 0.946836, 1.12226, 0, 1, 0, 0, 1, 0, 1
1, 1, 0.963343, 0, 0, 0.727, 0, 0, 0, 0, 0, 0, 0, 0.758464, 0.784219, 1.59964, 0, 1, 0, 0, 1, 1, 1
1, 1, 0.964463, 0, 0, 0.56913, 0, 0, 0, 0, 0, 0, 0.508496, 0.758013, 0.670327, 1.73056, 0, 0, 0, 0, 1, 0, 1
1, 1, 0.96532, 0, 0, 0.835578, 0, 0, 0, 0, 0, 0, 0.593691, 0.903841, 0, 1.58077, 0, 1, 0, 0, 1, 0, 1
1, 1, 0.971757, 0, 0, 1.06831, 0, 0, 0, 0, 0, 0, 0.554695, 0.869571, 0, 1.81593, 0, 1, 0, 0, 1, 1, 1
1, 1, 0.974034, 0, 0, 0.767133, 0, 0, 0, 0, 0, 0, 0.58629, 0.867019, 0.6965, 1.38559, 0, 1, 0, 0, 1, 1, 1
1, 1, 0.976042, 0, 0, 1.03899, 0, 0, 0, 0, 0, 0, 0.557666, 0.933227, 0, 0.98796, 0, 1, 0, 0, 1, 1, 1
1, 1, 0.976208, 0, 0, 1.04014, 0, 0, 0, 0, 0, 0, 0.57355, 0.828329, 0, 0.918114, 0, 0, 0, 0, 1, 1, 1
1, 1, 0.976654, 0, 0, 0.88833, 0, 0, 0, 0, 0, 0, 0, 0.806809, 0.618884, 1.32771, 0, 1, 0, 0, 1, 1, 1
1, 1, 0.976592, 0, 0, 0.594533, 0, 0, 0, 0, 0, 0, 0, 0.803875, 0.501546, 1.30378, 0, 0, 0, 0, 1, 1, 1
1, 1, 0.978472, 0, 0, 0.622696, 0.786802, 0, 0, 0, 0, 0, 0, 0.775418, 0, 0.766716, 0, 0, 0, 0, 1, 1, 1
1, 1, 0.980365, 0, 0, 0, 0.540338, 0, 0, 0, 0, 0, 0, 0.641679, 0.613324, 0.946483, 0, 0, 0, 0, 1, 1, 1
1, 1, 0.97992, 0, 0, 0, 0.57826, 0, 0, 0, 0, 0, 0, 0.502463, 0.50636, 0.801623, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.979875, 0, 0, 0, 0.854405, 0, 0, 0, 0, 0, 0, 0, 0, 0.927728, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.97931, 0, 0, 0.602653, 0, 0, 0, 0, 0, 0, 0.71826, 0, 0, 1.00633, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.978814, 0, 0, 0.787156, 0, 0, 0, 0, 0, 0, 0.69611, 0, 0.896386, 1.41594, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.979215, 0, 0, 0.53476, 0, 0, 0, 0, 0, 0, 0.544634, 0, 1.01453, 1.58983, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.979339, 0, 0, 0.637339, 0, 0, 0, 0, 0, 0, 0, 0, 0.85103, 1.51059, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.979735, 0, 0, 0.682645, 0, 0, 0, 0, 0, 0, 0.639576, 0, 0.791493, 1.09056, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.978787, 0, 0, 0.579376, 0, 0, 0, 0, 0, 0, 0.508362, 0.568607, 1.01338, 1.16585, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.979365, 0, 0, 0.870311, 0, 0, 0, 0, 0, 0, 0.608856, 0.512129, 0.877975, 1.12996, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.977681, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.614117, 0.900589, 1.51114, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.979745, 0, 0, 0.694375, 0, 0, 0, 0, 0, 0, 0, 0.505521, 0.867498, 1.30444, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.97938, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.524415, 0.504183, 0.570065, 1.07497, 0, 0, 0, 0, 1, 1, 0
1, 1, 0.979628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.652692, 0.902209, 1.45172, 0, 0, 0, 0, 1, 1, 0
